net,length_um
_02803_,6.16µm
_02976_,6.16µm
_03100_,6.16µm
_03477_,6.16µm
_03481_,6.16µm
_03526_,6.16µm
_03681_,6.16µm
_03754_,6.16µm
_03823_,6.16µm
_03896_,6.16µm
_03997_,6.16µm
_04069_,6.16µm
_04156_,6.16µm
_04181_,6.16µm
_04358_,6.16µm
_04721_,6.16µm
_04889_,6.16µm
_04941_,6.16µm
_04965_,6.16µm
_04984_,6.16µm
_05047_,6.16µm
_05104_,6.16µm
_05117_,6.16µm
_05118_,6.16µm
_05187_,6.16µm
_05210_,6.16µm
_05247_,6.16µm
_05255_,6.16µm
_05266_,6.16µm
_05652_,6.16µm
_05664_,6.16µm
_05795_,6.16µm
_05900_,6.16µm
_06190_,6.16µm
_06268_,6.16µm
_06271_,6.16µm
_06361_,6.16µm
_06433_,6.16µm
_06909_,6.16µm
_07010_,6.16µm
_07013_,6.16µm
_07185_,6.16µm
_07347_,6.16µm
_07419_,6.16µm
_07724_,6.16µm
_07898_,6.16µm
_07933_,6.16µm
_08069_,6.16µm
_08121_,6.16µm
_08126_,6.16µm
_08141_,6.16µm
_08273_,6.16µm
u_core.cmd_rdata\[18\],6.16µm
u_core.rx_sr\[31\],6.16µm
u_core.u_master.m_rdata\[25\],6.16µm
u_core.u_master.u_slave.core_dout_data\[43\],6.16µm
u_core.u_master.u_slave.core_dout_data\[70\],6.16µm
u_core.u_master.u_slave.core_dout_data\[98\],6.16µm
u_core.u_master.u_slave.non2\[30\],6.16µm
u_core.u_master.u_slave.u_core.S3\[56\],6.16µm
u_core.u_master.u_slave.u_core.full_dout_q\[66\],6.16µm
u_core.u_master.u_slave.u_core.full_nS0_q\[15\],6.16µm
u_core.u_master.u_slave.u_core.last_nrate_q\[24\],6.16µm
u_core.u_master.u_slave.u_core.last_nrate_q\[32\],6.16µm
net3641,6.16µm
net3718,6.16µm
net3764,6.16µm
net3815,6.16µm
net3816,6.16µm
net3832,6.16µm
net4275,6.16µm
net4304,6.16µm
net4340,6.16µm
net4379,6.16µm
net4401,6.16µm
net4458,6.16µm
net4503,6.16µm
net4514,6.16µm
net4532,6.16µm
net4609,6.16µm
net4842,6.16µm
net4872,6.16µm
net4922,6.16µm
net4934,6.16µm
net5173,6.16µm
net5220,6.16µm
net5234,6.16µm
net5292,6.16µm
net5309,6.16µm
net5356,6.16µm
net5410,6.16µm
net5643,6.16µm
net5844,6.16µm
net5872,6.16µm
net5917,6.16µm
net5919,6.16µm
net5940,6.16µm
net5949,6.16µm
net5967,6.16µm
net6114,6.16µm
net6134,6.16µm
net6155,6.16µm
net6167,6.16µm
net6190,6.16µm
net6239,6.16µm
net6253,6.16µm
net6363,6.16µm
net6423,6.16µm
net6459,6.16µm
net6466,6.16µm
net6485,6.16µm
net6601,6.16µm
net6605,6.16µm
net6647,6.16µm
net6653,6.16µm
net6743,6.16µm
net6761,6.16µm
net6771,6.16µm
net6797,6.16µm
net7077,6.16µm
net7295,6.16µm
net7497,6.16µm
net7507,6.16µm
net7541,6.16µm
net7579,6.16µm
net7591,6.16µm
net7605,6.16µm
net7614,6.16µm
net7862,6.16µm
net8066,6.16µm
net8320,6.16µm
net8343,6.16µm
net8421,6.16µm
net8547,6.16µm
net8572,6.16µm
_06111_,5.75µm
u_core.u_master.u_slave.dout_sh\[105\],5.75µm
_00030_,5.7µm
_00094_,5.7µm
_00563_,5.7µm
_00567_,5.7µm
_00781_,5.7µm
_01073_,5.7µm
_01222_,5.7µm
_01443_,5.7µm
_01675_,5.7µm
_01719_,5.7µm
_01828_,5.7µm
_02063_,5.7µm
_02129_,5.7µm
_02153_,5.7µm
_02162_,5.7µm
_02223_,5.7µm
_02252_,5.7µm
_02318_,5.7µm
_02344_,5.7µm
_03058_,5.7µm
_03096_,5.7µm
_03242_,5.7µm
_03632_,5.7µm
_03674_,5.7µm
_04007_,5.7µm
_04034_,5.7µm
_04336_,5.7µm
_04682_,5.7µm
_04748_,5.7µm
_05041_,5.7µm
_05321_,5.7µm
_05507_,5.7µm
_05632_,5.7µm
_06084_,5.7µm
_06132_,5.7µm
_06160_,5.7µm
_06232_,5.7µm
_06344_,5.7µm
_06345_,5.7µm
_06442_,5.7µm
_06703_,5.7µm
_06987_,5.7µm
_07056_,5.7µm
_07074_,5.7µm
_07182_,5.7µm
_07690_,5.7µm
_07865_,5.7µm
_08278_,5.7µm
u_core.frame_hold\[19\],5.7µm
net4299,5.7µm
net4555,5.7µm
net4730,5.7µm
net5268,5.7µm
net5332,5.7µm
net5540,5.7µm
net5702,5.7µm
net5762,5.7µm
net5791,5.7µm
net6059,5.7µm
net6105,5.7µm
net6152,5.7µm
net6888,5.7µm
net6946,5.7µm
net6985,5.7µm
net7075,5.7µm
net7325,5.7µm
net7661,5.7µm
net7809,5.7µm
net7866,5.7µm
net7932,5.7µm
net7942,5.7µm
net8016,5.7µm
net8376,5.7µm
net8381,5.7µm
net8537,5.7µm
_00053_,5.65µm
_00095_,5.65µm
_00183_,5.65µm
_00186_,5.65µm
_00235_,5.65µm
_00242_,5.65µm
_00263_,5.65µm
_00280_,5.65µm
_00319_,5.65µm
_00321_,5.65µm
_00364_,5.65µm
_00387_,5.65µm
_00618_,5.65µm
_00625_,5.65µm
_00641_,5.65µm
_00709_,5.65µm
_00710_,5.65µm
_00759_,5.65µm
_00768_,5.65µm
_00936_,5.65µm
_00964_,5.65µm
_01190_,5.65µm
_01273_,5.65µm
_01465_,5.65µm
_01477_,5.65µm
_01487_,5.65µm
_01522_,5.65µm
_01530_,5.65µm
_01545_,5.65µm
_01560_,5.65µm
_01598_,5.65µm
_01600_,5.65µm
_01687_,5.65µm
_01806_,5.65µm
_01848_,5.65µm
_01857_,5.65µm
_01877_,5.65µm
_01883_,5.65µm
_01887_,5.65µm
_01901_,5.65µm
_01902_,5.65µm
_01967_,5.65µm
_01978_,5.65µm
_01994_,5.65µm
_02000_,5.65µm
_02337_,5.65µm
_02348_,5.65µm
_02412_,5.65µm
_02589_,5.65µm
_02756_,5.65µm
_02799_,5.65µm
_02946_,5.65µm
_03071_,5.65µm
_03391_,5.65µm
_03451_,5.65µm
_03663_,5.65µm
_03726_,5.65µm
_03753_,5.65µm
_03845_,5.65µm
_03954_,5.65µm
_04124_,5.65µm
_04160_,5.65µm
_04209_,5.65µm
_04927_,5.65µm
_05326_,5.65µm
_05486_,5.65µm
_05756_,5.65µm
_05837_,5.65µm
_06145_,5.65µm
_06169_,5.65µm
_06617_,5.65µm
_06683_,5.65µm
_06729_,5.65µm
_06796_,5.65µm
_06868_,5.65µm
_06900_,5.65µm
_06912_,5.65µm
_06953_,5.65µm
_07614_,5.65µm
_07921_,5.65µm
_08050_,5.65µm
_08284_,5.65µm
_08339_,5.65µm
_08414_,5.65µm
u_core.cmd_wdata_q\[18\],5.65µm
u_core.miso_sr\[6\],5.65µm
u_core.u_master.u_slave.core_dout_data\[20\],5.65µm
u_core.u_master.u_slave.core_dout_data\[29\],5.65µm
u_core.u_master.u_slave.core_dout_data\[47\],5.65µm
u_core.u_master.u_slave.core_dout_data\[79\],5.65µm
u_core.u_master.u_slave.core_t0\[43\],5.65µm
u_core.u_master.u_slave.core_t1\[28\],5.65µm
u_core.u_master.u_slave.core_t1\[46\],5.65µm
u_core.u_master.u_slave.non2\[25\],5.65µm
u_core.u_master.u_slave.u_core.full_dout_q\[19\],5.65µm
u_core.u_master.u_slave.u_core.full_dout_q\[39\],5.65µm
u_core.u_master.u_slave.u_core.full_nS1_q\[26\],5.65µm
net3621,5.65µm
net3631,5.65µm
net3637,5.65µm
net3645,5.65µm
net3647,5.65µm
net3697,5.65µm
net3714,5.65µm
net3740,5.65µm
net3758,5.65µm
net3885,5.65µm
net4104,5.65µm
net4150,5.65µm
net4180,5.65µm
net4234,5.65µm
net4406,5.65µm
net4504,5.65µm
net4547,5.65µm
net4716,5.65µm
net4803,5.65µm
net4901,5.65µm
net5176,5.65µm
net5198,5.65µm
net5311,5.65µm
net5316,5.65µm
net5467,5.65µm
net5489,5.65µm
net5509,5.65µm
net5566,5.65µm
net5573,5.65µm
net5599,5.65µm
net5657,5.65µm
net5820,5.65µm
net5838,5.65µm
net5889,5.65µm
net5969,5.65µm
net6040,5.65µm
net6122,5.65µm
net6159,5.65µm
net6185,5.65µm
net6215,5.65µm
net6543,5.65µm
net6561,5.65µm
net6563,5.65µm
net6573,5.65µm
net6585,5.65µm
net6589,5.65µm
net6641,5.65µm
net6685,5.65µm
net6840,5.65µm
net6854,5.65µm
net6910,5.65µm
net6911,5.65µm
net6974,5.65µm
net6988,5.65µm
net7032,5.65µm
net7038,5.65µm
net7046,5.65µm
net7049,5.65µm
net7062,5.65µm
net7119,5.65µm
net7178,5.65µm
net7210,5.65µm
net7230,5.65µm
net7255,5.65µm
net7280,5.65µm
net7401,5.65µm
net7445,5.65µm
net7477,5.65µm
net7486,5.65µm
net7501,5.65µm
net7539,5.65µm
net7921,5.65µm
net7939,5.65µm
net8025,5.65µm
net8053,5.65µm
net8160,5.65µm
net8235,5.65µm
net8288,5.65µm
net8359,5.65µm
net8371,5.65µm
net8448,5.65µm
net8457,5.65µm
net8565,5.65µm
net8579,5.65µm
_00015_,5.6µm
_00082_,5.6µm
_00093_,5.6µm
_00131_,5.6µm
_00191_,5.6µm
_00192_,5.6µm
_00201_,5.6µm
_00294_,5.6µm
_00349_,5.6µm
_00414_,5.6µm
_00423_,5.6µm
_00441_,5.6µm
_00510_,5.6µm
_00550_,5.6µm
_00583_,5.6µm
_00742_,5.6µm
_00787_,5.6µm
_00815_,5.6µm
_01182_,5.6µm
_01203_,5.6µm
_01230_,5.6µm
_01431_,5.6µm
_01493_,5.6µm
_01535_,5.6µm
_01538_,5.6µm
_01541_,5.6µm
_01591_,5.6µm
_01704_,5.6µm
_01767_,5.6µm
_01898_,5.6µm
_01972_,5.6µm
_02104_,5.6µm
_02259_,5.6µm
_02336_,5.6µm
_02405_,5.6µm
_02411_,5.6µm
_02420_,5.6µm
_02488_,5.6µm
_02496_,5.6µm
_02524_,5.6µm
_02639_,5.6µm
_02782_,5.6µm
_02865_,5.6µm
_02896_,5.6µm
_02949_,5.6µm
_03050_,5.6µm
_03059_,5.6µm
_03098_,5.6µm
_03163_,5.6µm
_03177_,5.6µm
_03205_,5.6µm
_03207_,5.6µm
_03226_,5.6µm
_03237_,5.6µm
_03343_,5.6µm
_03355_,5.6µm
_03405_,5.6µm
_03731_,5.6µm
_03740_,5.6µm
_03806_,5.6µm
_03866_,5.6µm
_03963_,5.6µm
_04096_,5.6µm
_04246_,5.6µm
_04345_,5.6µm
_04346_,5.6µm
_04363_,5.6µm
_04382_,5.6µm
_04402_,5.6µm
_04406_,5.6µm
_04728_,5.6µm
_04933_,5.6µm
_05256_,5.6µm
_05292_,5.6µm
_05404_,5.6µm
_05411_,5.6µm
_05473_,5.6µm
_05623_,5.6µm
_05816_,5.6µm
_06030_,5.6µm
_06294_,5.6µm
_06460_,5.6µm
_06667_,5.6µm
_06719_,5.6µm
_06818_,5.6µm
_06856_,5.6µm
_06997_,5.6µm
_07022_,5.6µm
_07055_,5.6µm
_07156_,5.6µm
_07372_,5.6µm
_07386_,5.6µm
_07391_,5.6µm
_07403_,5.6µm
_07471_,5.6µm
_07645_,5.6µm
_07808_,5.6µm
_07916_,5.6µm
_07957_,5.6µm
_07960_,5.6µm
_08013_,5.6µm
_08084_,5.6µm
_08224_,5.6µm
_08356_,5.6µm
_08380_,5.6µm
u_core.cmd_rdata\[14\],5.6µm
u_core.frame_hold\[10\],5.6µm
u_core.frame_hold\[8\],5.6µm
u_core.u_master.m_rready,5.6µm
u_core.u_master.m_wdata\[6\],5.6µm
u_core.u_master.u_slave.core_dout_data\[44\],5.6µm
u_core.u_master.u_slave.core_dout_data\[97\],5.6µm
u_core.u_master.u_slave.core_t1\[16\],5.6µm
u_core.u_master.u_slave.core_t1\[25\],5.6µm
u_core.u_master.u_slave.core_t1\[51\],5.6µm
u_core.u_master.u_slave.core_t1\[58\],5.6µm
u_core.u_master.u_slave.dout_sh\[82\],5.6µm
u_core.u_master.u_slave.non0\[5\],5.6µm
u_core.u_master.u_slave.u_core.full_dout_q\[119\],5.6µm
u_core.u_master.u_slave.u_core.full_dout_q\[4\],5.6µm
u_core.u_master.u_slave.u_core.last_dout_q\[118\],5.6µm
u_core.u_master.u_slave.u_core.last_dout_q\[54\],5.6µm
net2625,5.6µm
net3639,5.6µm
net3652,5.6µm
net3668,5.6µm
net3708,5.6µm
net3722,5.6µm
net3728,5.6µm
net3883,5.6µm
net3910,5.6µm
net3951,5.6µm
net3954,5.6µm
net4011,5.6µm
net4186,5.6µm
net4203,5.6µm
net4221,5.6µm
net4277,5.6µm
net4321,5.6µm
net4338,5.6µm
net4405,5.6µm
net4413,5.6µm
net4456,5.6µm
net4473,5.6µm
net4477,5.6µm
net4574,5.6µm
net4620,5.6µm
net4626,5.6µm
net4631,5.6µm
net4640,5.6µm
net4686,5.6µm
net4712,5.6µm
net4720,5.6µm
net4766,5.6µm
net4880,5.6µm
net4910,5.6µm
net4963,5.6µm
net5114,5.6µm
net5121,5.6µm
net5174,5.6µm
net5211,5.6µm
net5225,5.6µm
net5240,5.6µm
net5414,5.6µm
net5456,5.6µm
net5458,5.6µm
net5459,5.6µm
net5475,5.6µm
net5514,5.6µm
net5548,5.6µm
net5550,5.6µm
net5555,5.6µm
net5570,5.6µm
net5575,5.6µm
net5631,5.6µm
net5639,5.6µm
net5640,5.6µm
net5699,5.6µm
net5770,5.6µm
net5786,5.6µm
net5832,5.6µm
net5846,5.6µm
net5878,5.6µm
net5976,5.6µm
net6049,5.6µm
net6054,5.6µm
net6082,5.6µm
net6147,5.6µm
net6163,5.6µm
net6193,5.6µm
net6229,5.6µm
net6249,5.6µm
net6297,5.6µm
net6366,5.6µm
net6437,5.6µm
net6467,5.6µm
net6505,5.6µm
net6522,5.6µm
net6525,5.6µm
net6551,5.6µm
net6599,5.6µm
net6639,5.6µm
net6759,5.6µm
net6783,5.6µm
net6786,5.6µm
net6819,5.6µm
net6853,5.6µm
net6876,5.6µm
net6972,5.6µm
net6980,5.6µm
net6986,5.6µm
net7004,5.6µm
net7042,5.6µm
net7087,5.6µm
net7113,5.6µm
net7198,5.6µm
net7208,5.6µm
net7212,5.6µm
net7228,5.6µm
net7234,5.6µm
net7258,5.6µm
net7296,5.6µm
net7304,5.6µm
net7330,5.6µm
net7379,5.6µm
net7466,5.6µm
net7540,5.6µm
net7546,5.6µm
net7549,5.6µm
net7564,5.6µm
net7570,5.6µm
net7598,5.6µm
net7629,5.6µm
net7666,5.6µm
net7725,5.6µm
net7747,5.6µm
net7775,5.6µm
net7822,5.6µm
net7879,5.6µm
net7925,5.6µm
net8030,5.6µm
net8050,5.6µm
net8100,5.6µm
net8179,5.6µm
net8222,5.6µm
net8408,5.6µm
net8409,5.6µm
net8452,5.6µm
net8454,5.6µm
net8479,5.6µm
net8519,5.6µm
net8543,5.6µm
net8608,5.6µm
_05214_,5.37µm
net4611,5.32µm
net4347,5.19µm
_00440_,5.14µm
_01272_,5.14µm
_01339_,5.14µm
_01357_,5.14µm
_01405_,5.14µm
_01702_,5.14µm
_01715_,5.14µm
_01759_,5.14µm
_01984_,5.14µm
_02112_,5.14µm
_02119_,5.14µm
_02158_,5.14µm
_02964_,5.14µm
_02991_,5.14µm
_03025_,5.14µm
_03428_,5.14µm
_03462_,5.14µm
_04020_,5.14µm
_04631_,5.14µm
_04648_,5.14µm
_04968_,5.14µm
_05033_,5.14µm
_05460_,5.14µm
_05774_,5.14µm
_05927_,5.14µm
_05933_,5.14µm
_06108_,5.14µm
_06630_,5.14µm
_06816_,5.14µm
_06889_,5.14µm
_07530_,5.14µm
_07561_,5.14µm
_07778_,5.14µm
_07855_,5.14µm
_08201_,5.14µm
u_core.u_master.u_slave.non0\[1\],5.14µm
net3787,5.14µm
net3828,5.14µm
net3974,5.14µm
net5160,5.14µm
net5265,5.14µm
net5354,5.14µm
net5700,5.14µm
net5790,5.14µm
net5809,5.14µm
net6024,5.14µm
net6085,5.14µm
net6201,5.14µm
net6216,5.14µm
net6402,5.14µm
net6472,5.14µm
net6488,5.14µm
net6521,5.14µm
net6556,5.14µm
net6606,5.14µm
net6830,5.14µm
net6892,5.14µm
net7209,5.14µm
net7281,5.14µm
net7432,5.14µm
net7488,5.14µm
net7837,5.14µm
net7978,5.14µm
net8240,5.14µm
net8378,5.14µm
net8427,5.14µm
_00081_,5.09µm
_00152_,5.09µm
_00177_,5.09µm
_00246_,5.09µm
_00317_,5.09µm
_00389_,5.09µm
_00539_,5.09µm
_00570_,5.09µm
_00611_,5.09µm
_00635_,5.09µm
_00786_,5.09µm
_00807_,5.09µm
_00891_,5.09µm
_01126_,5.09µm
_01174_,5.09µm
_01180_,5.09µm
_01440_,5.09µm
_01451_,5.09µm
_01737_,5.09µm
_01738_,5.09µm
_01788_,5.09µm
_01830_,5.09µm
_01886_,5.09µm
_01979_,5.09µm
_01980_,5.09µm
_02054_,5.09µm
_02066_,5.09µm
_02073_,5.09µm
_02080_,5.09µm
_02156_,5.09µm
_02334_,5.09µm
_02387_,5.09µm
_02785_,5.09µm
_03116_,5.09µm
_03183_,5.09µm
_03283_,5.09µm
_03352_,5.09µm
_03479_,5.09µm
_03579_,5.09µm
_03795_,5.09µm
_03822_,5.09µm
_03848_,5.09µm
_04236_,5.09µm
_04646_,5.09µm
_04946_,5.09µm
_05246_,5.09µm
_05516_,5.09µm
_05521_,5.09µm
_05595_,5.09µm
_05850_,5.09µm
_06039_,5.09µm
_06054_,5.09µm
_06252_,5.09µm
_06450_,5.09µm
_07142_,5.09µm
_07424_,5.09µm
_07437_,5.09µm
_07903_,5.09µm
_08367_,5.09µm
u_core.u_master.m_awaddr\[4\],5.09µm
u_core.u_master.u_slave.core_dout_data\[115\],5.09µm
u_core.u_master.u_slave.core_t0\[21\],5.09µm
u_core.u_master.u_slave.core_t0\[44\],5.09µm
u_core.u_master.u_slave.core_t0\[62\],5.09µm
u_core.u_master.u_slave.core_t1\[53\],5.09µm
u_core.u_master.u_slave.non1\[1\],5.09µm
u_core.u_master.u_slave.u_core.last_nrate_q\[2\],5.09µm
net3823,5.09µm
net4188,5.09µm
net4517,5.09µm
net4674,5.09µm
net4682,5.09µm
net4695,5.09µm
net4771,5.09µm
net5257,5.09µm
net5280,5.09µm
net5299,5.09µm
net5519,5.09µm
net5577,5.09µm
net5626,5.09µm
net5676,5.09µm
net5717,5.09µm
net5883,5.09µm
net6171,5.09µm
net6361,5.09µm
net6779,5.09µm
net6865,5.09µm
net7026,5.09µm
net7459,5.09µm
net7460,5.09µm
net7490,5.09µm
net7736,5.09µm
net7746,5.09µm
net7815,5.09µm
net7928,5.09µm
net8089,5.09µm
net8436,5.09µm
net8525,5.09µm
net8554,5.09µm
_00078_,5.04µm
_00096_,5.04µm
_00139_,5.04µm
_00167_,5.04µm
_00178_,5.04µm
_00193_,5.04µm
_00197_,5.04µm
_00233_,5.04µm
_00286_,5.04µm
_00307_,5.04µm
_00310_,5.04µm
_00323_,5.04µm
_00328_,5.04µm
_00347_,5.04µm
_00369_,5.04µm
_00384_,5.04µm
_00388_,5.04µm
_00491_,5.04µm
_00633_,5.04µm
_00650_,5.04µm
_00663_,5.04µm
_00682_,5.04µm
_00750_,5.04µm
_00769_,5.04µm
_00824_,5.04µm
_00850_,5.04µm
_00866_,5.04µm
_00871_,5.04µm
_00882_,5.04µm
_00919_,5.04µm
_00923_,5.04µm
_00927_,5.04µm
_00948_,5.04µm
_01070_,5.04µm
_01118_,5.04µm
_01225_,5.04µm
_01235_,5.04µm
_01268_,5.04µm
_01280_,5.04µm
_01289_,5.04µm
_01310_,5.04µm
_01341_,5.04µm
_01355_,5.04µm
_01387_,5.04µm
_01439_,5.04µm
_01444_,5.04µm
_01470_,5.04µm
_01511_,5.04µm
_01529_,5.04µm
_01564_,5.04µm
_01571_,5.04µm
_01589_,5.04µm
_01751_,5.04µm
_01752_,5.04µm
_01820_,5.04µm
_01873_,5.04µm
_01878_,5.04µm
_01906_,5.04µm
_01916_,5.04µm
_01922_,5.04µm
_01926_,5.04µm
_01929_,5.04µm
_01933_,5.04µm
_01946_,5.04µm
_01949_,5.04µm
_01976_,5.04µm
_01981_,5.04µm
_02090_,5.04µm
_02101_,5.04µm
_02121_,5.04µm
_02123_,5.04µm
_02133_,5.04µm
_02135_,5.04µm
_02157_,5.04µm
_02227_,5.04µm
_02253_,5.04µm
_02298_,5.04µm
_02305_,5.04µm
_02312_,5.04µm
_02347_,5.04µm
_02349_,5.04µm
_02377_,5.04µm
_02378_,5.04µm
_02397_,5.04µm
_02410_,5.04µm
_02429_,5.04µm
_02442_,5.04µm
_02511_,5.04µm
_02532_,5.04µm
_02545_,5.04µm
_02546_,5.04µm
_02547_,5.04µm
_02611_,5.04µm
_02624_,5.04µm
_02784_,5.04µm
_02862_,5.04µm
_03014_,5.04µm
_03056_,5.04µm
_03185_,5.04µm
_03228_,5.04µm
_03409_,5.04µm
_03442_,5.04µm
_03471_,5.04µm
_03490_,5.04µm
_03505_,5.04µm
_03535_,5.04µm
_03618_,5.04µm
_03623_,5.04µm
_03626_,5.04µm
_03708_,5.04µm
_03973_,5.04µm
_04015_,5.04µm
_04138_,5.04µm
_04184_,5.04µm
_04205_,5.04µm
_04227_,5.04µm
_04280_,5.04µm
_04317_,5.04µm
_04342_,5.04µm
_04642_,5.04µm
_04747_,5.04µm
_04838_,5.04µm
_04874_,5.04µm
_04936_,5.04µm
_04986_,5.04µm
_05045_,5.04µm
_05046_,5.04µm
_05089_,5.04µm
_05093_,5.04µm
_05283_,5.04µm
_05388_,5.04µm
_05414_,5.04µm
_05535_,5.04µm
_05537_,5.04µm
_05671_,5.04µm
_05701_,5.04µm
_05706_,5.04µm
_05713_,5.04µm
_05728_,5.04µm
_05812_,5.04µm
_05854_,5.04µm
_05921_,5.04µm
_05948_,5.04µm
_05954_,5.04µm
_05982_,5.04µm
_06037_,5.04µm
_06069_,5.04µm
_06112_,5.04µm
_06493_,5.04µm
_06710_,5.04µm
_06824_,5.04µm
_06971_,5.04µm
_07043_,5.04µm
_07045_,5.04µm
_07096_,5.04µm
_07101_,5.04µm
_07140_,5.04µm
_07157_,5.04µm
_07354_,5.04µm
_07506_,5.04µm
_07734_,5.04µm
_07743_,5.04µm
_07905_,5.04µm
_08055_,5.04µm
_08102_,5.04µm
_08274_,5.04µm
_08306_,5.04µm
_08396_,5.04µm
u_core.cmd_addr\[5\],5.04µm
u_core.cmd_addr\[6\],5.04µm
u_core.cmd_rdata\[1\],5.04µm
u_core.cmd_wdata_q\[16\],5.04µm
u_core.frame_hold\[11\],5.04µm
u_core.frame_hold\[18\],5.04µm
u_core.u_master.m_bready,5.04µm
u_core.u_master.m_wdata\[0\],5.04µm
u_core.u_master.m_wdata\[11\],5.04µm
u_core.u_master.u_slave.core_dout_data\[37\],5.04µm
u_core.u_master.u_slave.core_dout_data\[56\],5.04µm
u_core.u_master.u_slave.core_dout_data\[73\],5.04µm
u_core.u_master.u_slave.core_dout_data\[87\],5.04µm
u_core.u_master.u_slave.core_dout_data\[92\],5.04µm
u_core.u_master.u_slave.core_dout_data\[99\],5.04µm
u_core.u_master.u_slave.core_t0\[17\],5.04µm
u_core.u_master.u_slave.core_t0\[3\],5.04µm
u_core.u_master.u_slave.core_t0\[54\],5.04µm
u_core.u_master.u_slave.core_t1\[39\],5.04µm
u_core.u_master.u_slave.core_t1\[59\],5.04µm
u_core.u_master.u_slave.core_t1\[60\],5.04µm
u_core.u_master.u_slave.non0\[11\],5.04µm
u_core.u_master.u_slave.non0\[2\],5.04µm
u_core.u_master.u_slave.non1\[3\],5.04µm
u_core.u_master.u_slave.non1\[7\],5.04µm
u_core.u_master.u_slave.u_core.S3\[34\],5.04µm
u_core.u_master.u_slave.u_core.full_dout_q\[105\],5.04µm
u_core.u_master.u_slave.u_core.full_dout_q\[120\],5.04µm
u_core.u_master.u_slave.u_core.full_dout_q\[125\],5.04µm
u_core.u_master.u_slave.u_core.full_dout_q\[20\],5.04µm
u_core.u_master.u_slave.u_core.full_dout_q\[33\],5.04µm
u_core.u_master.u_slave.u_core.full_dout_q\[50\],5.04µm
u_core.u_master.u_slave.u_core.full_dout_q\[86\],5.04µm
u_core.u_master.u_slave.u_core.full_nS1_q\[29\],5.04µm
u_core.u_master.u_slave.u_core.last_dout_q\[64\],5.04µm
net3710,5.04µm
net3805,5.04µm
net3898,5.04µm
net3904,5.04µm
net3907,5.04µm
net3916,5.04µm
net3979,5.04µm
net4041,5.04µm
net4106,5.04µm
net4120,5.04µm
net4138,5.04µm
net4266,5.04µm
net4281,5.04µm
net4371,5.04µm
net4488,5.04µm
net4518,5.04µm
net4524,5.04µm
net4610,5.04µm
net4651,5.04µm
net4680,5.04µm
net4722,5.04µm
net4753,5.04µm
net4763,5.04µm
net4792,5.04µm
net4794,5.04µm
net4846,5.04µm
net4852,5.04µm
net4876,5.04µm
net4894,5.04µm
net4953,5.04µm
net4964,5.04µm
net5033,5.04µm
net5096,5.04µm
net5168,5.04µm
net5252,5.04µm
net5295,5.04µm
net5308,5.04µm
net5321,5.04µm
net5383,5.04µm
net5487,5.04µm
net5654,5.04µm
net5754,5.04µm
net5779,5.04µm
net5836,5.04µm
net5837,5.04µm
net5911,5.04µm
net5934,5.04µm
net5942,5.04µm
net6037,5.04µm
net6045,5.04µm
net6175,5.04µm
net6267,5.04µm
net6296,5.04µm
net6331,5.04µm
net6352,5.04µm
net6371,5.04µm
net6429,5.04µm
net6465,5.04µm
net6491,5.04µm
net6537,5.04µm
net6555,5.04µm
net6683,5.04µm
net6701,5.04µm
net6702,5.04µm
net6706,5.04µm
net6729,5.04µm
net6736,5.04µm
net6754,5.04µm
net6763,5.04µm
net6808,5.04µm
net6883,5.04µm
net6947,5.04µm
net6998,5.04µm
net7034,5.04µm
net7048,5.04µm
net7058,5.04µm
net7111,5.04µm
net7125,5.04µm
net7137,5.04µm
net7143,5.04µm
net7145,5.04µm
net7148,5.04µm
net7274,5.04µm
net7283,5.04µm
net7311,5.04µm
net7319,5.04µm
net7324,5.04µm
net7366,5.04µm
net7393,5.04µm
net7503,5.04µm
net7533,5.04µm
net7556,5.04µm
net7568,5.04µm
net7569,5.04µm
net7582,5.04µm
net7633,5.04µm
net7642,5.04µm
net7648,5.04µm
net7654,5.04µm
net7660,5.04µm
net7683,5.04µm
net7703,5.04µm
net7767,5.04µm
net7839,5.04µm
net7874,5.04µm
net7895,5.04µm
net7901,5.04µm
net7943,5.04µm
net7980,5.04µm
net7981,5.04µm
net7994,5.04µm
net8086,5.04µm
net8158,5.04µm
net8213,5.04µm
net8442,5.04µm
net8455,5.04µm
net8471,5.04µm
net8499,5.04µm
net8557,5.04µm
net8576,5.04µm
net8588,5.04µm
_00031_,4.58µm
_00046_,4.58µm
_00230_,4.58µm
_00451_,4.58µm
_00554_,4.58µm
_00588_,4.58µm
_00591_,4.58µm
_00610_,4.58µm
_00967_,4.58µm
_01136_,4.58µm
_01147_,4.58µm
_01166_,4.58µm
_01197_,4.58µm
_01241_,4.58µm
_01248_,4.58µm
_01300_,4.58µm
_01324_,4.58µm
_01346_,4.58µm
_01364_,4.58µm
_01382_,4.58µm
_01386_,4.58µm
_01388_,4.58µm
_01397_,4.58µm
_01406_,4.58µm
_01408_,4.58µm
_01416_,4.58µm
_01593_,4.58µm
_01595_,4.58µm
_01602_,4.58µm
_01606_,4.58µm
_01608_,4.58µm
_01655_,4.58µm
_01679_,4.58µm
_01688_,4.58µm
_01710_,4.58µm
_01721_,4.58µm
_01739_,4.58µm
_01742_,4.58µm
_01745_,4.58µm
_01756_,4.58µm
_01776_,4.58µm
